list_price,price_reduced_amount,description.year_built,description.baths_3qtr,description.sold_price,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.garage,description.stories,description.beds,description.type,lead_attributes.show_contact_an_agent,location.address.postal_code,location.address.state_code,central_air,central_heat,community_outdoor_space,community_security_features,dishwasher,fireplace,hardwood_floors,laundry_room,single_story,garage_1_or_more,garage_2_or_more,city_view,two_or_more_stories,recreation_facilities,shopping,washer_dryer,basement,view,forced_air,family_room,dining_room,city_mean_price,state_mean_price
143000.0,1000.0,1920,0.0,145000,1.0,0.0,6098.0,794.0,1.0,Unknown,0.0,1.0,2.0,single_family,True,43207,OH,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,425305.50458715594,418949.1017964072
0.0,0.0,1975,0.0,362800,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,True,43110,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352475.8620689655,418949.1017964072
250000.0,8000.0,1978,0.0,258000,2.0,0.0,14375.0,2457.0,2.0,Unknown,0.0,1.0,4.0,single_family,True,72212,AR,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,291081.25,284844.9685534591
145000.0,0.0,1961,0.0,145000,1.0,0.0,13068.0,875.0,1.0,Unknown,0.0,1.0,3.0,single_family,True,50317,IA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,213533.29341317364,285732.1787709497
74900.0,0.0,1958,0.0,65000,1.0,0.0,251094.94678872835,654.0,1.0,condo,1.0,3.0,2.0,condos,True,06114,CT,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,321425.748502994,321425.748502994
459900.0,0.0,1995,0.0,465000,2.0,1.0,9583.0,2341.0,3.0,Unknown,2.0,2.0,3.0,single_family,True,17110,PA,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,237009.97023809524,237009.97023809524
719000.0,38000.0,2000,0.0,700000,3.0,0.0,9583.0,2713.0,3.0,Unknown,3.0,2.0,4.0,single_family,True,89703,NV,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,522403.5748502994,522403.5748502994
100000.0,0.0,1975,0.0,91000,1.8874299001504582,0.0,4792.0,2746.0,0.0,Unknown,0.0,1.0,0.0,single_family,True,25311,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39817.62987012987,41715.42944785276
110000.0,0.0,1964,0.0,106000,2.0,0.0,16553.0,2349.0,2.0,Unknown,0.0,1.0,4.0,single_family,True,36111,AL,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
525000.0,0.0,2005,0.0,515000,2.0,0.0,6098.0,1848.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,89701,NV,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,522403.5748502994,522403.5748502994
570000.0,0.0,1920,0.0,570000,3.0,0.0,3920.0,3150.0,3.0,Unknown,0.0,3.0,6.0,multi_family,True,02909,RI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,648633.7590361446,641018.8470588236
159000.0,0.0,1965,0.0,159000,2.0,0.0,11326.0,1635.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,36109,AL,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
273900.0,16000.0,2016,0.0,267500,2.0,0.0,6094.0,1729.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,73142,OK,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,560232.1428571428,302552.10365853657
219900.0,0.0,1927,0.0,282000,2.0,0.0,6098.0,2654.0,2.0,Unknown,2.0,1.0,4.0,multi_family,True,06114,CT,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,321425.748502994,321425.748502994
284900.0,0.0,1930,0.0,277875,1.0,1.0,6534.0,1632.0,2.0,Unknown,0.0,1.0,4.0,single_family,True,12208,NY,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,241932.6923076923,258116.47727272726
549000.0,0.0,1945,0.0,621000,1.0,0.0,10454.0,999.0,1.0,Unknown,1.0,1.0,2.0,single_family,True,02132,MA,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1272012.0240963856,1272012.0240963856
110000.0,5000.0,1925,0.0,100000,1.0,0.0,4704.0,1071.0,1.0,Unknown,0.0,1.0,3.0,single_family,True,46218,IN,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,256955.0,254990.87719298244
0.0,0.0,1961,0.0,1035800,1.0,0.0,251094.94678872835,1350.0,1.0,Unknown,0.0,1.0,3.0,single_family,True,37209,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068797.8723404256,936909.0909090909
20123.0,0.0,1975,0.0,15400,1.0,0.0,251094.94678872835,1933.8485593336065,1.0,Unknown,0.0,1.0,3.0,single_family,True,25311,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39817.62987012987,41715.42944785276
749900.0,0.0,2017,0.0,737000,5.0,0.0,9583.0,3908.0,5.0,Unknown,3.0,2.0,5.0,single_family,True,68516,NE,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,320872.5903614458,320872.5903614458
249000.0,0.0,1992,0.0,255000,1.0,1.0,4792.0,1475.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,43228,OH,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,425305.50458715594,418949.1017964072
340000.0,0.0,1920,0.0,325000,4.0,0.0,4356.0,4496.0,4.0,Unknown,0.0,1.0,9.0,multi_family,True,06112,CT,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,321425.748502994,321425.748502994
329900.0,0.0,1930,0.0,345000,2.0,0.0,3202.0,1542.0,2.0,Unknown,1.0,2.0,4.0,single_family,True,02905,RI,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,648633.7590361446,641018.8470588236
468900.0,0.0,2021,0.0,455000,2.0,1.0,5227.0,1607.0,3.0,Unknown,2.0,2.0,3.0,single_family,True,53593,WI,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,463333.3333333333,429089.71428571426
210000.0,0.0,1926,0.0,203000,1.0,1.0,4751.0,950.0,2.0,Unknown,1.0,1.0,2.0,single_family,True,68502,NE,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,320872.5903614458,320872.5903614458
280000.0,0.0,2003,0.0,272500,2.0,0.0,10890.0,2167.0,2.0,Unknown,3.0,1.0,3.0,single_family,True,73139,OK,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,247611.11111111112,302552.10365853657
0.0,0.0,1975,0.0,718800,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,condo,True,43228,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425305.50458715594,418949.1017964072
440000.0,0.0,1981,0.0,430000,3.0,0.0,35284.0,2440.0,3.0,Unknown,2.0,2.0,4.0,single_family,True,32312,FL,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,303235.525,303235.525
2200000.0,40000.0,1949,0.0,1900000,1.8874299001504582,0.0,46035.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,multi_family,True,85006,AZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551812.7549668874,536285.3456790124
160000.0,0.0,1954,0.0,140267,3.0,0.0,24394.0,2210.0,3.0,Unknown,0.0,1.0,3.0,single_family,True,36111,AL,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
450000.0,0.0,1961,0.0,452500,2.0,0.0,19115.0,1713.0,2.0,Unknown,0.0,2.0,3.0,single_family,True,21401,MD,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,740137.0760233918,740137.0760233918
249000.0,0.0,1992,0.0,255000,1.0,1.0,4792.0,1475.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,43228,OH,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,425305.50458715594,418949.1017964072
162500.0,2500.0,1962,0.0,153000,2.0,0.0,10285.0,1464.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,73127,OK,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,247611.11111111112,302552.10365853657
187300.0,12700.0,1975,0.0,191500,1.0,1.0,3049.0,1340.0,2.0,Unknown,1.0,2.0,3.0,single_family,True,12209,NY,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,241932.6923076923,258116.47727272726
159000.0,0.0,1962,0.0,150000,2.0,0.0,67954.0,1833.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,36116,AL,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,181802.06172839506,181802.06172839506
375000.0,0.0,1977,0.0,370000,2.0,1.0,1206.0,1518.0,3.0,townhouse,0.0,2.0,3.0,townhomes,True,21403,MD,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,740137.0760233918,740137.0760233918
129900.0,0.0,1920,0.0,142000,1.0,0.0,1307.0,1158.0,1.0,townhouse,0.0,2.0,3.0,townhomes,True,08609,NJ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,355518.51851851854,260858.89570552149
539900.0,10000.0,2009,0.0,539900,2.0,1.0,5764.0,3022.0,3.0,Unknown,2.0,2.0,4.0,single_family,True,98513,WA,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,461060.89090909093,460899.08928571426
225000.0,0.0,1892,0.0,221000,1.8874299001504582,0.0,2601.0,2745.0,2.131203007518797,Unknown,0.0,1.0,4.0,multi_family,True,08618,NJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,204580.64516129033,260858.89570552149
565000.0,0.0,1980,0.0,565000,3.0,0.0,17424.0,1933.8485593336065,3.0,Unknown,0.0,2.0,5.0,single_family,True,30340,GA,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,521587.06293706293,538346.7647058824
1250000.0,0.0,1940,0.0,1410000,4.0,1.0,8451.0,3359.0,5.0,Unknown,0.0,2.0,4.0,single_family,True,23226,VA,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,448640.37272727274,399187.591954023
1950000.0,0.0,1902,1.0,1795000,3.0,1.0,22216.0,6524.0,5.0,Unknown,4.0,2.0,6.0,single_family,True,55105,MN,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,349569.641025641,362704.0
58000.0,0.0,1975,0.0,55000,1.8874299001504582,0.0,221285.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,True,32305,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303235.525,303235.525
249000.0,0.0,2001,0.0,245000,2.0,0.0,6534.0,1742.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,36117,AL,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
325000.0,4000.0,2004,0.0,330000,3.0,0.0,17424.0,2414.0,3.0,Unknown,0.0,1.0,5.0,single_family,True,48906,MI,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,160907.3619631902,160907.3619631902
169900.0,0.0,1989,0.0,163000,2.0,0.0,3049.0,1504.0,2.0,condo,2.0,2.0,2.0,condos,True,46254,IN,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,256955.0,254990.87719298244
295000.0,0.0,1994,0.0,282000,2.0,0.0,11326.0,1553.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,32308,FL,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,303235.525,303235.525
179900.0,15000.0,1999,0.0,179000,2.0,0.0,145490.0,1250.0,2.0,Unknown,0.0,1.0,3.0,mobile,True,40601,KY,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,264654.7619047619,264654.7619047619
549900.0,0.0,1969,0.0,575000,2.0,1.0,8276.0,2160.0,3.0,Unknown,0.0,1.0,7.0,single_family,True,97301,OR,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,443936.96428571426,443936.96428571426
0.0,0.0,1975,0.0,656700,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,condo,True,43228,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425305.50458715594,418949.1017964072
165000.0,0.0,1997,0.0,165000,2.0,0.0,218236.0,1216.0,2.0,Unknown,0.0,1.0,3.0,single_family,True,73099,OK,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,335465.0,302552.10365853657
1400000.0,0.0,2000,0.0,1000000,2.0,0.0,4994590.0,3402.0,2.0,Unknown,0.0,1.0,3.0,single_family,True,40601,KY,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,264654.7619047619,264654.7619047619
0.0,0.0,1975,0.0,230000.0,1.8874299001504582,0.0,6534.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,single_family,True,62711,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524855.7428571428,524855.7428571428
219499.0,0.0,1897,0.0,222000,2.0,1.0,4400.0,1725.0,3.0,Unknown,0.0,2.0,4.0,single_family,True,55103,MN,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,349569.641025641,362704.0
429500.0,0.0,2021,2.0,425000,1.0,0.0,11326.0,2511.0,3.0,townhouse,2.0,1.0,3.0,townhomes,True,68507,NE,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,320872.5903614458,320872.5903614458
2200000.0,0.0,1926,0.0,1915000,4.0,1.0,74052.0,4569.0,5.0,Unknown,2.0,3.0,4.0,single_family,True,30307,GA,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,521587.06293706293,538346.7647058824
529900.0,0.0,1941,0.0,529900,3.0,0.0,13068.0,1891.0,3.0,Unknown,2.0,1.0,3.0,single_family,True,97306,OR,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,443936.96428571426,443936.96428571426
200000.0,0.0,1979,0.0,190000,2.0,0.0,4400.0,1850.0,2.0,townhouse,2.0,1.0,2.0,townhomes,True,68512,NE,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,320872.5903614458,320872.5903614458
386500.0,19250.0,2000,0.0,396500,2.0,1.0,8712.0,2340.0,3.0,Unknown,2.0,2.0,4.0,single_family,True,72223,AR,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,291081.25,284844.9685534591
240000.0,0.0,1998,0.0,205000,2.0,0.0,10890.0,1830.0,2.0,Unknown,0.0,1.0,3.0,single_family,True,72210,AR,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,291081.25,284844.9685534591
845000.0,0.0,2010,1.0,822500,1.0,1.0,871.0,2230.0,3.0,condo,2.0,1.0,2.0,condos,True,68508,NE,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,320872.5903614458,320872.5903614458
250000.0,0.0,1954,0.0,276000,1.0,0.0,5227.0,1224.0,1.0,Unknown,0.0,2.0,3.0,single_family,True,53714,WI,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,428299.358974359,429089.71428571426
164900.0,0.0,1984,0.0,163000,2.0,0.0,9540.0,1933.8485593336065,2.0,Unknown,0.0,1.0,4.0,single_family,True,48911,MI,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,160907.3619631902,160907.3619631902
524900.0,0.0,1989,0.0,540000,2.0,0.0,13939.0,1506.0,2.0,Unknown,2.0,1.0,3.0,single_family,True,85050,AZ,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,551812.7549668874,536285.3456790124
139900.0,0.0,1978,0.0,139900,2.0,0.0,26136.0,1500.0,2.0,Unknown,0.0,1.0,4.0,single_family,True,36109,AL,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
275000.0,10000.0,2005,0.0,275000,2.0,1.0,4678.0,1734.0,3.0,townhouse,1.0,2.0,3.0,townhomes,True,19904,DE,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,313305.6380368098,313305.6380368098
225000.0,4900.0,1917,0.0,225000,2.0,0.0,5663.0,1167.0,2.0,Unknown,1.0,1.0,3.0,single_family,True,06112,CT,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,321425.748502994,321425.748502994
164900.0,0.0,1965,0.0,164900,2.0,0.0,30231.0,1310.0,2.0,Unknown,0.0,1.0,2.0,single_family,True,40601,KY,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,264654.7619047619,264654.7619047619
1595000.0,0.0,2015,2.0,1550000,1.0,1.0,4370.0,3563.0,4.0,Unknown,2.0,2.0,4.0,single_family,True,80211,CO,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,616262.4457142857,616262.4457142857
1050000.0,0.0,2016,0.0,980000,4.0,0.0,6970.0,3724.0,4.0,Unknown,0.0,2.0,4.0,single_family,True,72207,AR,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,291081.25,284844.9685534591
350000.0,0.0,2006,0.0,330000,2.0,1.0,5663.0,2400.0,3.0,Unknown,2.0,2.0,3.0,single_family,True,30315,GA,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,521587.06293706293,538346.7647058824
669000.0,0.0,1925,0.0,665000,2.0,1.0,251094.94678872835,1359.0,3.0,condo,0.0,2.0,3.0,condos,True,02122,MA,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1272012.0240963856,1272012.0240963856
165000.0,10000.0,1930,0.0,165000,1.0,0.0,251094.94678872835,925.0,1.0,condo,1.0,1.0,1.0,condos,True,50309,IA,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,213533.29341317364,285732.1787709497
220000.0,0.0,1912,0.0,200791,1.0,0.0,2788.0,1517.0,1.0,Unknown,0.0,2.0,4.0,single_family,True,55103,MN,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,349569.641025641,362704.0
72000.0,8000.0,1975,0.0,60000,1.8874299001504582,0.0,69696.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,True,32312,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,303235.525,303235.525
330000.0,10000.0,1997,0.0,318000,2.0,0.0,251094.94678872835,1003.0,2.0,condo,0.0,1.0,2.0,condos,True,80237,CO,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,616262.4457142857,616262.4457142857
354900.0,4100.0,1953,0.0,354900,2.0,1.0,26484.0,1558.0,3.0,Unknown,2.0,1.0,3.0,single_family,True,50321,IA,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,213533.29341317364,285732.1787709497
0.0,0.0,1991,0.0,850000,2.0,0.0,6534.0,2080.0,2.0,Unknown,0.0,2.0,4.0,single_family,True,37215,TN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068797.8723404256,936909.0909090909
6000.0,0.0,1975,0.0,3575,1.0,0.0,251094.94678872835,771.0,1.0,Unknown,0.0,1.0,1.0,single_family,True,25387,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39817.62987012987,41715.42944785276
284900.0,0.0,1839,0.0,305000,1.0,0.0,4639.0,1121.0,1.0,Unknown,0.0,2.0,4.0,single_family,True,02907,RI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,648633.7590361446,641018.8470588236
144815.0,0.0,1951,0.0,144815,1.0,0.0,26572.0,1359.0,1.0,Unknown,0.0,1.0,3.0,single_family,True,12205,NY,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,241932.6923076923,258116.47727272726
440000.0,0.0,1981,0.0,430000,3.0,0.0,35284.0,2440.0,3.0,Unknown,2.0,2.0,4.0,single_family,True,32312,FL,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,303235.525,303235.525
359500.0,10500.0,2019,0.0,359500,2.0,0.0,16988.0,2080.0,2.0,Unknown,2.0,1.0,4.0,single_family,True,72210,AR,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,291081.25,284844.9685534591
159900.0,0.0,1949,0.0,159900,1.0,0.0,6229.0,672.0,1.0,Unknown,1.0,1.0,2.0,single_family,True,50310,IA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,213533.29341317364,285732.1787709497
499999.0,0.0,1930,0.0,505000,1.0,0.0,4792.0,1577.0,1.0,Unknown,1.0,2.0,4.0,single_family,True,89703,NV,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,522403.5748502994,522403.5748502994
220000.0,0.0,1925,0.0,225000,1.0,1.0,9148.0,2018.0,2.0,Unknown,0.0,2.0,3.0,single_family,True,68504,NE,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,320872.5903614458,320872.5903614458
935000.0,0.0,2007,0.0,895000,4.0,1.0,15865.0,5766.0,5.0,Unknown,3.0,3.0,4.0,single_family,True,21401,MD,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,740137.0760233918,740137.0760233918
345000.0,0.0,1920,0.0,320000,2.0,0.0,4857.0,2062.0,2.0,Unknown,2.0,2.0,6.0,single_family,True,02907,RI,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,648633.7590361446,641018.8470588236
369900.0,15100.0,1978,0.0,374000,2.0,1.0,10026.0,1744.0,3.0,Unknown,1.0,2.0,4.0,single_family,True,19901,DE,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,313305.6380368098,313305.6380368098
399000.0,0.0,1951,0.0,441000,1.0,0.0,6882.0,1225.0,1.0,Unknown,0.0,1.0,2.0,single_family,True,23225,VA,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,448640.37272727274,399187.591954023
19999.0,0.0,1975,0.0,6930,1.8874299001504582,0.0,196020.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,land,True,25314,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39817.62987012987,41715.42944785276
425000.0,0.0,1961,0.0,425000,2.0,0.0,11761.0,2055.0,2.0,Unknown,2.0,1.0,4.0,single_family,True,97317,OR,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,443936.96428571426,443936.96428571426
335000.0,0.0,1942,0.0,315000,1.0,0.0,6534.0,1130.0,1.0,Unknown,1.0,1.0,2.0,single_family,True,95820,CA,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,515502.09493670886,502160.7705882353
215000.0,0.0,1968,0.0,195000,2.0,0.0,16553.0,2264.0,2.0,Unknown,2.0,1.0,5.0,single_family,True,36116,AL,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,181802.06172839506,181802.06172839506
425000.0,0.0,2002,0.0,435000,3.0,0.0,10890.0,2403.0,3.0,Unknown,2.0,1.0,4.0,single_family,True,53718,WI,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,428299.358974359,429089.71428571426
1199000.0,91000.0,2006,0.0,1100000,1.0,1.0,1132.0,1132.0,2.0,condo,1.0,1.0,2.0,condos,True,02210,MA,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1272012.0240963856,1272012.0240963856
498500.0,0.0,1957,1.0,490000,1.0,0.0,30300.0,2238.0,2.0,Unknown,2.0,1.0,2.0,single_family,True,98512,WA,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,461060.89090909093,460899.08928571426
30000.0,0.0,1970,0.0,48500,1.0,0.0,6534.0,864.0,1.0,Unknown,0.0,1.0,2.0,single_family,True,72204,AR,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,291081.25,284844.9685534591
629900.0,0.0,1910,0.0,610000,1.0,0.0,640.0,643.0,1.0,condo,0.0,1.0,2.0,condos,True,02118,MA,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1272012.0240963856,1272012.0240963856
0.0,0.0,1975,0.0,349990,1.8874299001504582,0.0,251094.94678872835,1933.8485593336065,2.131203007518797,Unknown,0.0,1.0,0.0,Unknown,True,46239,IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256955.0,254990.87719298244
629926.0,0.0,2014,0.0,615000,3.0,1.0,131987.0,3529.0,4.0,Unknown,3.0,1.0,4.0,single_family,True,72210,AR,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,291081.25,284844.9685534591
140000.0,0.0,1897,0.0,153000,1.0,0.0,2178.0,1376.0,1.0,Unknown,0.0,3.0,3.0,single_family,True,08611,NJ,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,204580.64516129033,260858.89570552149
475000.0,0.0,2013,0.0,485000,2.0,1.0,2810.0,2135.0,3.0,townhouse,2.0,2.0,3.0,townhomes,True,23235,VA,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,448640.37272727274,399187.591954023
219000.0,5000.0,1973,0.0,219000,1.0,0.0,251094.94678872835,634.0,1.0,condo,2.0,1.0,1.0,condos,True,80246,CO,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,616262.4457142857,616262.4457142857
0.0,0.0,1975,0.0,346001.0,1.8874299001504582,0.0,10466.0,1933.8485593336065,0.0,Unknown,0.0,1.0,0.0,single_family,True,62711,IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524855.7428571428,524855.7428571428
144900.0,5000.0,1923,0.0,138000,2.0,0.0,4617.0,1815.0,2.0,Unknown,0.0,2.0,3.0,single_family,True,48912,MI,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,160907.3619631902,160907.3619631902
